City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
587,I-N-Salah,27.1935,2.4607,55.0,60,0,12.17,DZ,2023-12-11 02:49:56
588,Santo Antonio Do Ica,-3.1022,-67.9397,75.09,96,21,1.36,BR,2023-12-11 02:52:03
589,Kisangani,0.5167,25.2,68.29,99,96,1.66,CD,2023-12-11 02:52:03
590,Keflavik,64.0049,-22.5624,36.03,93,75,6.91,IS,2023-12-11 02:49:55
591,Sumbe,-11.2061,13.8437,78.76,87,100,6.2,AO,2023-12-11 02:52:03
592,Luban,51.1201,15.2877,43.14,93,100,17.45,PL,2023-12-11 02:52:03
593,Tallkayf,36.4894,43.1192,54.1,77,40,3.71,IQ,2023-12-11 02:52:03
594,Madang,-5.2246,145.7966,90.97,57,82,6.55,PG,2023-12-11 02:52:03
595,Mahina,-17.5065,-149.489,87.57,62,20,4.61,PF,2023-12-11 02:52:03
596,Doembang Nangbuat,14.8333,100.1,89.06,60,6,3.91,TH,2023-12-11 02:52:03
597,Welkom,-27.9864,26.7066,59.36,81,100,10.38,ZA,2023-12-11 02:52:04
